,maxLoad,stressMaxLoad,strainMaxLoad,energyAbsorp,youngsMod,ph,sec_Mn,sec_Mw,sec_polyDisp,sec_calcMass,sec_massRec,doubleFold
781,35.044,36.704,0.038416,0.06252,4030.4,4.705,21.5,59.7,2.773,12.85,41.2,4.0
782,50.476,29.218,0.051102,0.10775,2234.4,4.735,25.4,121.2,4.775,19.15,61.4,10.0
783,36.52,45.073,0.03555,0.061016,4884.1,4.515,22.8,90.4,3.962,16.37,52.5,3.0
784,29.089,21.902,0.033408,0.055244,2579.8,4.66,30.8,94.4,3.062,12.67,40.6,10.0
785,37.7,42.232,0.04443,0.0722,3377.5,5.49,25.5,121.4,4.761,17.37,55.7,10.0
786,28.579,20.471,0.031436,0.048448,2298.2,4.855,20.1,63.4,3.158,19.94,63.9,5.0
787,21.903,25.333,0.026114,0.034604,2964.9,4.345,23.7,86.3,3.636,13.53,43.4,10.0
788,24.157,17.16,0.02767,0.037138,2094.4,4.755,20.1,63.4,3.147,12.27,39.3,10.0
789,16.709,20.764,0.03094,0.034424,2585.4,3.935,25.3,70.7,2.801,7.44,23.8,3.0
790,34.675,21.155,0.046028,0.0764,2024.0,5.73,22.5,83.5,3.706,20.37,65.3,10.0
791,28.099,23.373,0.03777,0.062542,2040.8,4.655,25.2,54.2,2.153,12.92,41.4,10.0
792,35.456,21.481,0.055754,0.07559,1744.1,5.32,22.5,61.2,2.718,11.69,37.5,10.0
793,15.983,11.685,0.027024,0.03088,1757.7,4.69,24.8,86.3,3.474,11.44,36.7,10.0
794,21.77,15.698,0.035372,0.046506,1889.6,4.455,28.7,103.6,3.608,8.36,26.8,10.0
795,57.851,49.113,0.055564,0.16671,2856.5,8.64,29.0,146.5,5.045,14.63,46.9,10.0
796,30.062,28.902,0.042572,0.06036,2715.1,4.92,23.4,65.4,2.789,13.35,42.8,10.0
797,35.716,29.218,0.042798,0.06361,2994.4,5.025,23.3,77.6,3.334,18.28,58.6,10.0
798,19.71,20.325,0.02217,0.027352,2943.0,4.77,22.4,74.8,3.338,13.33,42.7,2.0
799,34.202,28.641,0.042722,0.063246,2754.8,4.895,16.3,71.8,4.41,25.83,82.8,4.0
800,21.763,18.676,0.030332,0.040116,2472.7,5.28,25.1,95.9,3.819,10.56,33.9,10.0
801,20.026,17.042,0.030908,0.037048,2158.6,5.165,29.8,66.4,2.229,10.32,33.1,10.0
802,30.207,16.998,0.035336,0.063354,1904.4,5.27,19.7,68.5,3.484,13.74,44.0,10.0
803,35.964,26.471,0.033306,0.054812,2649.8,4.84,20.8,54.3,2.612,15.4,49.4,4.0
804,40.634,31.482,0.047542,0.08599,2598.1,4.91,20.3,60.4,2.973,17.28,55.4,6.0
805,17.327,27.331,0.027162,0.03012,3377.1,4.84,21.5,72.6,3.375,10.28,32.9,10.0
806,48.393,37.682,0.05348,0.1123,2813.5,7.19,18.5,65.1,3.512,20.73,66.4,10.0
807,39.215,30.831,0.037496,0.069644,2824.8,4.64,21.6,91.2,4.216,19.04,61.0,2.0
808,42.936,35.804,0.042188,0.066356,2829.6,4.455,27.7,68.5,2.474,12.9,41.3,1.0
809,25.472,23.172,0.034088,0.050814,2853.5,4.795,16.8,39.2,2.33,8.99,28.8,2.0
810,28.053,38.922,0.039786,0.057458,3609.5,5.905,26.1,120.1,4.611,15.58,49.9,10.0
811,18.106,23.732,0.032102,0.036572,3016.9,5.045,30.8,61.4,1.992,5.24,16.8,10.0
812,18.466,22.364,0.037496,0.045154,2540.4,5.83,28.5,56.6,1.985,7.72,24.7,10.0
813,39.521,30.773,0.047036,0.08155,2970.0,4.755,21.3,81.5,3.827,21.45,68.8,3.0
814,40.111,29.32,0.033834,0.067706,2943.8,4.95,16.4,50.4,3.073,19.22,61.6,2.0
815,34.156,36.969,0.039712,0.058148,3981.4,5.1,21.7,74.2,3.414,14.8,47.4,5.0
816,27.849,26.305,0.041098,0.059118,2625.9,4.935,19.9,48.6,2.437,9.59,30.8,10.0
817,31.054,26.1,0.037542,0.05421,2904.2,4.77,25.5,95.2,3.733,13.49,43.2,3.0
818,30.276,25.787,0.043918,0.059094,2770.4,4.76,25.5,67.6,2.649,11.29,36.2,10.0
819,35.618,36.111,0.048632,0.069632,2957.9,5.69,19.8,64.0,3.239,15.34,49.2,10.0
820,29.204,15.882,0.031348,0.05045,2111.0,4.715,20.1,75.7,3.77,25.46,81.6,1.0
821,28.827,21.344,0.0364,0.045372,2375.7,4.76,23.3,122.0,5.231,15.05,48.2,10.0
822,37.883,20.601,0.06633,0.099558,1904.3,5.005,14.2,37.9,2.67,7.59,24.3,10.0
823,20.784,11.649,0.027084,0.031208,2416.2,4.55,22.2,81.1,3.647,15.48,49.6,1.0
824,45.984,29.724,0.05496,0.10174,2789.1,6.99,25.2,116.4,4.626,12.99,41.6,10.0
825,22.326,25.303,0.031206,0.04237,3663.6,4.73,25.9,111.6,4.312,15.25,48.9,10.0
826,37.347,24.934,0.058366,0.089486,2206.5,4.745,29.8,168.1,5.635,15.04,48.2,8.0
827,27.768,33.851,0.042152,0.056276,4135.7,4.805,26.2,86.7,3.31,14.72,47.2,10.0
828,41.192,34.324,0.04735,0.078276,2955.6,4.87,27.5,247.8,9.026,17.04,54.6,4.0
829,28.567,22.173,0.03689,0.054526,2898.1,4.71,16.3,70.2,4.293,18.33,58.7,7.0
830,17.409,13.828,0.026406,0.030862,2197.7,4.68,20.9,47.0,2.246,9.69,31.1,3.0
831,15.986,16.05,0.023674,0.026932,,4.475,20.5,65.4,3.185,15.18,48.7,2.0
832,45.097,34.204,0.04036,0.08831,2582.1,7.435,27.5,108.9,3.956,15.34,49.2,10.0
833,21.092,21.104,0.029766,0.038864,3047.9,4.63,20.1,58.0,2.89,7.7,24.7,2.0
834,25.304,19.77,0.040912,0.05604,2493.0,5.205,25.5,77.7,3.05,10.86,34.8,10.0
835,25.117,26.309,0.035888,0.050438,3140.5,4.82,23.5,110.4,4.706,16.64,53.3,10.0
836,29.572,25.693,0.046924,0.066934,2545.9,4.94,13.7,34.2,2.5,8.99,28.8,10.0
837,34.022,28.779,0.035676,0.063792,3043.1,4.63,23.4,77.2,3.296,18.56,59.5,8.0
838,30.974,14.001,0.027906,0.051526,1861.6,4.545,14.2,46.1,3.243,20.9,67.0,3.0
839,34.687,20.717,0.04487,0.069736,2329.6,6.425,23.1,52.7,2.284,10.09,32.3,10.0
840,21.826,12.616,0.03182,0.036526,1700.3,4.87,24.6,129.9,5.27,18.6,59.6,10.0
841,23.706,20.871,0.031774,0.045754,2876.7,4.58,20.6,70.6,3.423,15.74,50.4,2.0
842,30.207,18.342,0.034314,0.055102,2355.0,4.745,14.4,45.3,3.15,23.6,75.6,2.0
843,29.291,22.218,0.028042,0.041084,2731.3,5.995,28.1,85.6,3.043,13.62,43.7,10.0
844,32.014,24.363,0.04365,0.062784,2795.9,4.95,19.7,61.4,3.119,19.86,63.6,10.0
845,27.754,33.744,0.034866,0.052694,3199.3,7.415,33.4,135.7,4.057,10.52,33.7,10.0
846,24.209,19.003,0.036252,0.048656,2213.7,4.82,23.1,80.5,3.482,17.65,56.6,4.0
847,27.066,22.33,0.036816,0.054784,2115.9,4.93,20.6,76.5,3.719,18.01,57.7,10.0
848,34.568,21.135,0.04486,0.058552,1757.0,4.675,24.6,81.0,3.296,12.73,40.8,2.0
849,29.347,17.911,0.057608,0.097104,1394.7,4.69,30.7,57.2,1.866,8.56,27.4,10.0
850,17.702,13.878,0.029608,0.033756,1631.9,4.87,18.5,67.3,3.63,16.44,52.7,10.0
851,24.303,21.597,0.040476,0.04768,2219.4,5.05,25.3,94.2,3.72,17.36,55.6,9.0
852,25.425,18.803,0.032764,0.04724,1944.4,5.035,20.8,62.9,3.018,13.33,42.7,10.0
853,29.623,27.93,0.040156,0.057962,2364.8,5.02,22.7,78.5,3.456,14.55,46.6,10.0
854,27.556,32.329,0.035038,0.046762,2686.5,4.96,28.1,103.8,3.691,15.51,49.7,10.0
855,32.976,24.41,0.042406,0.064506,1932.5,5.605,27.1,80.0,2.957,13.45,43.1,10.0
856,40.85,21.911,0.050346,0.081288,1613.8,5.855,18.1,89.9,4.965,21.55,69.1,10.0
857,27.91,27.196,0.035504,0.051904,2266.2,4.66,29.5,89.1,3.017,10.47,33.6,4.0
858,27.47,16.264,0.042516,0.063844,1380.6,5.06,30.4,143.3,4.71,12.41,39.8,10.0
859,52.366,27.168,0.045444,0.095316,1577.1,4.795,28.2,104.8,3.713,16.0,51.3,3.0
860,37.379,28.04,0.051764,0.073788,1891.9,5.52,26.7,77.6,2.91,13.02,41.7,10.0
861,26.925,15.315,0.041876,0.045474,1548.6,5.375,23.9,74.3,3.105,14.03,45.0,10.0
862,25.616,27.024,0.036706,0.0485,2876.3,4.84,34.3,127.3,3.715,9.46,30.3,10.0
863,29.874,21.123,0.050952,0.071378,1951.5,5.34,19.2,81.6,4.249,18.46,59.2,10.0
864,44.453,26.315,0.037378,0.07914,2259.8,4.585,14.7,50.4,3.424,11.21,35.9,1.0
865,46.814,27.733,0.041964,0.078696,1810.1,4.73,19.8,55.0,2.777,15.35,49.2,4.0
866,20.446,17.832,0.034282,0.04386,2026.3,4.91,21.3,53.3,2.505,6.72,21.5,10.0
867,27.088,21.924,0.0333,0.053706,2242.1,4.89,16.7,43.4,2.6,13.6,43.6,3.0
868,17.13,17.73,0.028326,0.033862,2807.5,4.94,15.3,43.7,2.853,15.31,49.1,2.0
869,21.732,23.957,0.037266,0.049402,3223.6,5.12,15.1,34.6,2.292,7.62,24.4,2.0
870,52.611,40.303,0.063814,0.13038,2002.5,5.44,28.2,65.0,2.307,9.24,29.6,10.0
871,25.988,32.259,0.050654,0.06648,3070.9,5.015,23.9,45.9,1.916,6.31,20.2,10.0
872,25.141,23.281,0.042294,0.059688,2341.7,4.96,26.1,59.6,2.284,8.3,26.6,10.0
873,50.777,42.891,0.056012,0.12018,2603.2,5.105,23.9,54.6,2.283,11.14,35.7,10.0
874,28.588,24.866,0.040596,0.066666,2101.0,4.91,22.2,57.3,2.577,7.29,23.4,4.0
875,24.709,19.795,0.05547,0.067564,1995.8,7.33,25.6,73.6,2.871,6.59,21.1,10.0
876,14.698,21.487,0.030906,0.032226,2774.5,4.8,25.5,54.4,2.136,7.55,24.2,10.0
877,10.66,14.764,0.019408,0.009694,1598.7,4.75,15.3,45.6,2.985,12.56,40.3,10.0
878,29.119,24.72,0.035118,0.056694,2419.8,5.06,20.4,102.3,5.015,19.16,61.4,3.0
879,25.276,25.527,0.038828,0.04859,3053.5,4.795,15.4,64.1,4.154,20.8,66.7,3.0
880,23.353,21.349,0.032692,0.045994,3339.2,4.845,14.3,36.1,2.526,8.21,26.3,3.0
881,27.078,27.985,0.0432,0.063294,3363.3,6.52,11.3,34.5,3.055,11.13,35.7,10.0
882,44.497,25.89,0.053306,0.08754,1922.8,6.093,23.4,70.9,3.025,16.21,52.0,10.0
883,19.984,16.693,0.028718,0.035894,2474.7,4.875,19.3,59.2,3.061,11.61,37.2,9.0
884,21.478,14.527,0.030836,0.038178,1885.7,4.825,20.4,52.8,2.588,9.88,31.7,10.0
885,31.553,22.196,0.045836,0.05541,2303.9,5.31,27.0,107.0,3.965,16.76,53.7,10.0
886,30.628,17.899,0.038982,0.051798,2195.1,4.915,17.6,64.2,3.653,14.52,46.5,10.0
887,24.413,24.206,0.034662,0.043318,3242.1,4.99,23.1,78.6,3.405,16.22,52.0,6.0
888,34.47,27.908,0.042628,0.065946,2819.7,4.84,24.9,76.0,3.054,16.79,53.8,6.0
889,36.227,30.649,0.05079,0.068104,3332.7,5.31,25.9,76.2,2.936,14.57,46.7,5.0
890,31.678,29.913,0.039076,0.055584,3608.0,4.665,21.5,74.2,3.459,18.69,59.9,5.0
891,41.194,45.348,0.045688,0.077702,3097.6,4.82,30.8,120.6,3.912,14.14,45.3,10.0
892,59.536,49.781,0.065892,0.17185,2601.0,8.465,22.0,170.2,7.743,17.02,54.5,10.0
893,27.976,29.374,0.055006,0.064584,3083.0,5.15,14.7,46.5,3.16,10.55,33.8,10.0
894,56.13,37.163,0.060996,0.13609,2242.8,7.44,27.0,83.1,3.072,12.52,40.1,10.0
895,33.068,25.1,0.045726,0.067116,2233.2,5.165,25.4,100.3,3.945,19.39,62.2,10.0
